,MturkId,Userid,EmailId,TrainingPeriod,Trial,Condition,Decision,EmailType,Action,Confidence,ReactionTime,Correct
930,A3HA1M2U9VZHYE,114634015,1013,Training,21,GPT-GPT,false,ham,2,0,3614,1
931,A3HA1M2U9VZHYE,114634015,845,Training,22,GPT-GPT,true,ham,3,4,820,0
932,A3HA1M2U9VZHYE,114634015,433,Training,23,GPT-GPT,true,phishing,3,4,1232,1
933,A3HA1M2U9VZHYE,114634015,1213,Training,24,GPT-GPT,false,ham,3,0,988,1
934,A3HA1M2U9VZHYE,114634015,661,Training,25,GPT-GPT,true,phishing,3,4,4281,1
935,A3HA1M2U9VZHYE,114634015,1313,Training,26,GPT-GPT,true,ham,2,4,816,0
936,A3HA1M2U9VZHYE,114634015,965,Training,27,GPT-GPT,false,ham,3,0,3625,1
937,A3HA1M2U9VZHYE,114634015,249,Training,28,GPT-GPT,true,phishing,3,4,989,1
938,A3HA1M2U9VZHYE,114634015,45,Training,29,GPT-GPT,true,phishing,3,4,1024,1
939,A3HA1M2U9VZHYE,114634015,409,Training,30,GPT-GPT,true,phishing,3,4,849,1
940,A3HA1M2U9VZHYE,114634015,1049,Training,31,GPT-GPT,false,ham,1,0,1603,1
941,A3HA1M2U9VZHYE,114634015,1105,Training,32,GPT-GPT,false,ham,3,0,1086,1
942,A3HA1M2U9VZHYE,114634015,1085,Training,33,GPT-GPT,false,ham,3,0,1195,1
943,A3HA1M2U9VZHYE,114634015,1113,Training,34,GPT-GPT,false,ham,3,0,1090,1
944,A3HA1M2U9VZHYE,114634015,600,Training,35,GPT-GPT,true,phishing,4,4,1065,1
945,A3HA1M2U9VZHYE,114634015,584,Training,36,GPT-GPT,true,phishing,3,4,2101,1
946,A3HA1M2U9VZHYE,114634015,1445,Training,37,GPT-GPT,false,ham,3,0,3488,1
947,A3HA1M2U9VZHYE,114634015,277,Training,38,GPT-GPT,true,phishing,3,4,926,1
948,A3HA1M2U9VZHYE,114634015,1177,Training,39,GPT-GPT,false,ham,3,0,1029,1
949,A3HA1M2U9VZHYE,114634015,873,Training,40,GPT-GPT,true,ham,3,2,2189,0
950,A3HA1M2U9VZHYE,114634015,21,postTraining,1,GPT-GPT,true,phishing,3,4,3679,1
951,A3HA1M2U9VZHYE,114634015,1293,postTraining,2,GPT-GPT,true,ham,3,4,7868,0
952,A3HA1M2U9VZHYE,114634015,821,postTraining,3,GPT-GPT,false,ham,3,0,6970,1
953,A3HA1M2U9VZHYE,114634015,1249,postTraining,4,GPT-GPT,false,ham,3,0,9334,1
954,A3HA1M2U9VZHYE,114634015,345,postTraining,5,GPT-GPT,true,phishing,4,4,5432,1
955,A3HA1M2U9VZHYE,114634015,277,postTraining,6,GPT-GPT,true,phishing,4,4,4758,1
956,A3HA1M2U9VZHYE,114634015,161,postTraining,7,GPT-GPT,true,phishing,4,4,4550,1
957,A3HA1M2U9VZHYE,114634015,765,postTraining,8,GPT-GPT,true,ham,4,4,5272,0
958,A3HA1M2U9VZHYE,114634015,1381,postTraining,9,GPT-GPT,false,ham,3,0,4230,1
959,A3HA1M2U9VZHYE,114634015,1221,postTraining,10,GPT-GPT,true,ham,3,4,5186,0
960,A1DT7XOW0ISK0K,768954660,1411,preTraining,1,Human-GPT,false,ham,4,4,31477,1
961,A1DT7XOW0ISK0K,768954660,859,preTraining,2,Human-GPT,false,ham,2,4,90842,1
962,A1DT7XOW0ISK0K,768954660,427,preTraining,3,Human-GPT,false,phishing,4,4,55726,0
963,A1DT7XOW0ISK0K,768954660,630,preTraining,4,Human-GPT,false,phishing,4,4,13119,0
964,A1DT7XOW0ISK0K,768954660,747,preTraining,5,Human-GPT,false,phishing,4,4,17010,0
965,A1DT7XOW0ISK0K,768954660,1135,preTraining,6,Human-GPT,false,ham,4,4,11282,1
966,A1DT7XOW0ISK0K,768954660,470,preTraining,7,Human-GPT,true,phishing,4,2,33965,1
967,A1DT7XOW0ISK0K,768954660,739,preTraining,8,Human-GPT,true,phishing,4,5,53719,1
968,A1DT7XOW0ISK0K,768954660,967,preTraining,9,Human-GPT,false,ham,4,4,15738,1
969,A5P12YJP805RG,93459631,939,preTraining,1,Human-GPT,false,ham,4,0,45388,1
970,A1DT7XOW0ISK0K,768954660,1219,preTraining,10,Human-GPT,true,ham,3,4,16484,0
971,A5P12YJP805RG,93459631,1255,preTraining,2,Human-GPT,false,ham,3,2,45843,1
972,A1DT7XOW0ISK0K,768954660,447,Training,1,Human-GPT,true,phishing,4,5,2697,1
973,A5P12YJP805RG,93459631,1123,preTraining,3,Human-GPT,false,ham,4,1,23181,1
974,A1DT7XOW0ISK0K,768954660,963,Training,2,Human-GPT,false,ham,4,4,11068,1
975,A1DT7XOW0ISK0K,768954660,542,Training,3,Human-GPT,false,phishing,3,4,2624,0
976,A5P12YJP805RG,93459631,851,preTraining,4,Human-GPT,false,ham,4,1,29215,1
977,A5P12YJP805RG,93459631,375,preTraining,5,Human-GPT,true,phishing,3,5,29484,1
978,A5P12YJP805RG,93459631,119,preTraining,6,Human-GPT,true,phishing,4,5,26406,1
979,A5P12YJP805RG,93459631,795,preTraining,7,Human-GPT,false,ham,3,1,32025,1
980,A5P12YJP805RG,93459631,1371,preTraining,8,Human-GPT,true,ham,4,4,20572,0
981,A1DT7XOW0ISK0K,768954660,435,Training,4,Human-GPT,true,phishing,4,4,4371,1
982,A5P12YJP805RG,93459631,99,preTraining,9,Human-GPT,false,phishing,4,1,21090,0
983,A1DT7XOW0ISK0K,768954660,283,Training,5,Human-GPT,true,phishing,4,4,6020,1
984,A1DT7XOW0ISK0K,768954660,1455,Training,6,Human-GPT,false,ham,4,4,3620,1
985,A1DT7XOW0ISK0K,768954660,51,Training,7,Human-GPT,true,phishing,4,4,2171,1
986,A1DT7XOW0ISK0K,768954660,851,Training,8,Human-GPT,true,ham,4,4,1034,0
987,A5P12YJP805RG,93459631,235,preTraining,10,Human-GPT,true,phishing,3,3,21065,1
988,A5P12YJP805RG,93459631,1335,Training,1,Human-GPT,false,ham,4,3,3199,1
989,A1DT7XOW0ISK0K,768954660,1279,Training,9,Human-GPT,false,ham,4,4,11817,1
990,A5P12YJP805RG,93459631,1411,Training,2,Human-GPT,false,ham,4,1,4175,1
991,A1DT7XOW0ISK0K,768954660,407,Training,10,Human-GPT,true,phishing,4,4,924,1
992,A5P12YJP805RG,93459631,27,Training,3,Human-GPT,true,phishing,4,5,2926,1
993,A1DT7XOW0ISK0K,768954660,335,Training,11,Human-GPT,true,phishing,4,5,1914,1
994,A5P12YJP805RG,93459631,415,Training,4,Human-GPT,true,phishing,4,5,14926,1
995,A5P12YJP805RG,93459631,1407,Training,5,Human-GPT,false,ham,3,0,3699,1
996,A1DT7XOW0ISK0K,768954660,1123,Training,12,Human-GPT,false,ham,4,4,2138,1
997,A1DT7XOW0ISK0K,768954660,831,Training,13,Human-GPT,false,ham,4,4,1340,1
998,A5P12YJP805RG,93459631,131,Training,6,Human-GPT,true,phishing,4,5,2816,1
999,A1DT7XOW0ISK0K,768954660,895,Training,14,Human-GPT,false,ham,4,4,6551,1
1000,A1DT7XOW0ISK0K,768954660,1143,Training,15,Human-GPT,false,ham,2,4,1117,1
1001,A5P12YJP805RG,93459631,538,Training,7,Human-GPT,true,phishing,4,5,1852,1
1002,A1DT7XOW0ISK0K,768954660,522,Training,16,Human-GPT,true,phishing,4,4,1197,1
1003,A1DT7XOW0ISK0K,768954660,991,Training,17,Human-GPT,false,ham,4,4,901,1
1004,A5P12YJP805RG,93459631,839,Training,8,Human-GPT,false,ham,4,0,2081,1
1005,A1DT7XOW0ISK0K,768954660,1043,Training,18,Human-GPT,false,ham,4,1,751,1
1006,A1DT7XOW0ISK0K,768954660,19,Training,19,Human-GPT,true,phishing,4,5,1229,1
1007,A5P12YJP805RG,93459631,1219,Training,9,Human-GPT,false,ham,4,4,2394,1
1008,A5P12YJP805RG,93459631,1095,Training,10,Human-GPT,false,ham,3,1,2424,1
1009,A1DT7XOW0ISK0K,768954660,327,Training,20,Human-GPT,false,phishing,3,4,501,0
1010,A5P12YJP805RG,93459631,303,Training,11,Human-GPT,true,phishing,4,5,2528,1
1011,A5P12YJP805RG,93459631,1235,Training,12,Human-GPT,false,ham,4,4,1569,1
1012,A1DT7XOW0ISK0K,768954660,799,Training,21,Human-GPT,false,ham,4,4,33301,1
1013,A1DT7XOW0ISK0K,768954660,1395,Training,22,Human-GPT,false,ham,4,1,945,1
1014,A5P12YJP805RG,93459631,835,Training,13,Human-GPT,false,ham,4,0,961,1
1015,A5P12YJP805RG,93459631,23,Training,14,Human-GPT,true,phishing,4,5,3522,1
1016,A1DT7XOW0ISK0K,768954660,1299,Training,23,Human-GPT,false,ham,4,4,2329,1
1017,A5P12YJP805RG,93459631,1151,Training,15,Human-GPT,false,ham,4,0,1602,1
1018,A1DT7XOW0ISK0K,768954660,1071,Training,24,Human-GPT,false,ham,3,4,851,1
1019,A5P12YJP805RG,93459631,1315,Training,16,Human-GPT,false,ham,4,1,1707,1
1020,A5P12YJP805RG,93459631,815,Training,17,Human-GPT,false,ham,4,4,1716,1
1021,A1DT7XOW0ISK0K,768954660,1403,Training,25,Human-GPT,false,ham,4,4,953,1
1022,A1DT7XOW0ISK0K,768954660,695,Training,26,Human-GPT,false,phishing,4,4,971,0
1023,A5P12YJP805RG,93459631,859,Training,18,Human-GPT,false,ham,4,0,2672,1
1024,A1DT7XOW0ISK0K,768954660,75,Training,27,Human-GPT,true,phishing,4,5,27450,1
1025,A5P12YJP805RG,93459631,454,Training,19,Human-GPT,true,phishing,4,5,1810,1
1026,A1DT7XOW0ISK0K,768954660,263,Training,28,Human-GPT,true,phishing,4,5,1025,1
1027,A5P12YJP805RG,93459631,1363,Training,20,Human-GPT,false,ham,4,0,2111,1
1028,A5P12YJP805RG,93459631,1439,Training,21,Human-GPT,false,ham,4,0,2519,1
1029,A5P12YJP805RG,93459631,1207,Training,22,Human-GPT,false,ham,4,4,1399,1
1030,A1DT7XOW0ISK0K,768954660,1203,Training,29,Human-GPT,false,ham,3,4,748,1
1031,A5P12YJP805RG,93459631,1419,Training,23,Human-GPT,false,ham,4,0,2204,1
1032,A1DT7XOW0ISK0K,768954660,367,Training,30,Human-GPT,true,phishing,4,4,967,1
1033,A1DT7XOW0ISK0K,768954660,955,Training,31,Human-GPT,true,ham,4,5,1408,0
1034,A1DT7XOW0ISK0K,768954660,391,Training,32,Human-GPT,true,phishing,4,5,873,1
1035,A5P12YJP805RG,93459631,227,Training,24,Human-GPT,true,phishing,4,5,1810,1
1036,A1DT7XOW0ISK0K,768954660,15,Training,33,Human-GPT,false,phishing,4,4,603,0
1037,A5P12YJP805RG,93459631,466,Training,25,Human-GPT,true,phishing,4,5,1592,1
1038,A5P12YJP805RG,93459631,387,Training,26,Human-GPT,true,phishing,4,5,2159,1
1039,A5P12YJP805RG,93459631,458,Training,27,Human-GPT,true,phishing,4,5,1695,1
1040,A5P12YJP805RG,93459631,1339,Training,28,Human-GPT,false,ham,4,4,3038,1
1041,A5P12YJP805RG,93459631,79,Training,29,Human-GPT,true,phishing,4,5,2161,1
1042,A1DT7XOW0ISK0K,768954660,123,Training,34,Human-GPT,true,phishing,4,5,57269,1
1043,A1DT7XOW0ISK0K,768954660,763,Training,35,Human-GPT,true,ham,4,4,2803,0
1044,A1DT7XOW0ISK0K,768954660,1303,Training,36,Human-GPT,true,ham,4,5,1203,0
1045,A1DT7XOW0ISK0K,768954660,211,Training,37,Human-GPT,true,phishing,4,5,6312,1
1046,A1DT7XOW0ISK0K,768954660,1443,Training,38,Human-GPT,false,ham,4,4,1302,1
1047,A5P12YJP805RG,93459631,731,Training,30,Human-GPT,false,phishing,4,0,2073,0
1048,A2VAL2BRKVSUB5,22317515,551,preTraining,1,Human-Plain,true,phishing,4,4,52745,1
1049,A1DT7XOW0ISK0K,768954660,39,Training,39,Human-GPT,true,phishing,4,5,798,1
1050,A5P12YJP805RG,93459631,63,Training,31,Human-GPT,true,phishing,4,5,8952,1
1051,A1DT7XOW0ISK0K,768954660,7,Training,40,Human-GPT,true,phishing,4,5,931,1
1052,A5P12YJP805RG,93459631,1359,Training,32,Human-GPT,false,ham,3,0,1399,1
1053,A1DT7XOW0ISK0K,768954660,203,postTraining,1,Human-GPT,true,phishing,4,5,1430,1
1054,A2VAL2BRKVSUB5,22317515,615,preTraining,2,Human-Plain,true,phishing,4,3,41600,1
1055,A1DT7XOW0ISK0K,768954660,335,postTraining,2,Human-GPT,true,phishing,4,5,13496,1
1056,A5P12YJP805RG,93459631,626,Training,33,Human-GPT,false,phishing,4,0,1942,0
1057,A1DT7XOW0ISK0K,768954660,1379,postTraining,3,Human-GPT,false,ham,4,4,15524,1
1058,A1DT7XOW0ISK0K,768954660,590,postTraining,4,Human-GPT,true,phishing,4,5,11812,1
1059,A5P12YJP805RG,93459631,462,Training,34,Human-GPT,true,phishing,4,5,11133,1
1060,A1DT7XOW0ISK0K,768954660,987,postTraining,5,Human-GPT,false,ham,4,4,12692,1
1061,A5P12YJP805RG,93459631,271,Training,35,Human-GPT,true,phishing,4,5,1413,1
1062,A1DT7XOW0ISK0K,768954660,1063,postTraining,6,Human-GPT,false,ham,4,5,15040,1
1063,A2VAL2BRKVSUB5,22317515,692,preTraining,3,Human-Plain,true,phishing,3,1,49542,1
1064,A5P12YJP805RG,93459631,967,Training,36,Human-GPT,false,ham,4,0,1768,1
1065,A1DT7XOW0ISK0K,768954660,1395,postTraining,7,Human-GPT,false,ham,4,4,12445,1
1066,A5P12YJP805RG,93459631,251,Training,37,Human-GPT,true,phishing,4,5,1652,1
1067,A5P12YJP805RG,93459631,211,Training,38,Human-GPT,true,phishing,4,5,1651,1
1068,A2VAL2BRKVSUB5,22317515,828,preTraining,4,Human-Plain,false,ham,2,0,60838,1
1069,A5P12YJP805RG,93459631,1231,Training,39,Human-GPT,false,ham,4,0,1281,1
1070,A1DT7XOW0ISK0K,768954660,171,postTraining,8,Human-GPT,true,phishing,4,5,29561,1
1071,A2VAL2BRKVSUB5,22317515,228,preTraining,5,Human-Plain,true,phishing,4,4,62019,1
1072,A5P12YJP805RG,93459631,530,Training,40,Human-GPT,true,phishing,4,5,1900,1
1073,A2VAL2BRKVSUB5,22317515,264,preTraining,6,Human-Plain,true,phishing,3,3,17009,1
1074,A5P12YJP805RG,93459631,610,postTraining,1,Human-GPT,true,phishing,3,5,2622,1
1075,A2VAL2BRKVSUB5,22317515,1004,preTraining,7,Human-Plain,false,ham,3,0,16368,1
1076,A1DT7XOW0ISK0K,768954660,219,postTraining,9,Human-GPT,true,phishing,4,5,47703,1
1077,A5P12YJP805RG,93459631,839,postTraining,2,Human-GPT,false,ham,4,0,15580,1
1078,A2VAL2BRKVSUB5,22317515,579,preTraining,8,Human-Plain,false,phishing,3,0,23821,0
1079,A1DT7XOW0ISK0K,768954660,123,postTraining,10,Human-GPT,true,phishing,4,5,75923,1
1080,A5P12YJP805RG,93459631,1335,postTraining,3,Human-GPT,false,ham,4,4,47715,1
1081,A2VAL2BRKVSUB5,22317515,940,preTraining,9,Human-Plain,false,ham,3,1,40429,1
1082,A5P12YJP805RG,93459631,835,postTraining,4,Human-GPT,false,ham,4,0,31622,1
1083,A2VAL2BRKVSUB5,22317515,320,preTraining,10,Human-Plain,true,phishing,3,3,32543,1
1084,A5P12YJP805RG,93459631,727,postTraining,5,Human-GPT,false,phishing,3,1,22741,0
1085,A2VAL2BRKVSUB5,22317515,1444,Training,1,Human-Plain,false,ham,4,1,5876,1
1086,A5P12YJP805RG,93459631,303,postTraining,6,Human-GPT,true,phishing,4,5,49427,1
1087,A2VAL2BRKVSUB5,22317515,128,Training,2,Human-Plain,true,phishing,4,3,8690,1
1088,A5P12YJP805RG,93459631,127,postTraining,7,Human-GPT,true,phishing,4,5,17443,1
1089,A2VAL2BRKVSUB5,22317515,467,Training,3,Human-Plain,true,phishing,4,3,4851,1
1090,A5P12YJP805RG,93459631,387,postTraining,8,Human-GPT,true,phishing,4,5,29852,1
1091,A2VAL2BRKVSUB5,22317515,852,Training,4,Human-Plain,false,ham,4,1,6266,1
1092,A2VAL2BRKVSUB5,22317515,1420,Training,5,Human-Plain,false,ham,4,1,5069,1
1093,A5P12YJP805RG,93459631,1059,postTraining,9,Human-GPT,false,ham,4,1,34791,1
1094,A2VAL2BRKVSUB5,22317515,380,Training,6,Human-Plain,true,phishing,2,3,4335,1
1095,A5P12YJP805RG,93459631,1259,postTraining,10,Human-GPT,true,ham,3,2,28059,0
1096,A2VAL2BRKVSUB5,22317515,20,Training,7,Human-Plain,true,phishing,4,3,6823,1
1097,A2VAL2BRKVSUB5,22317515,944,Training,8,Human-Plain,false,ham,3,1,3950,1
1098,A2VAL2BRKVSUB5,22317515,212,Training,9,Human-Plain,true,phishing,4,3,4119,1
1099,A2VAL2BRKVSUB5,22317515,360,Training,10,Human-Plain,true,phishing,4,4,3086,1
1100,A2VAL2BRKVSUB5,22317515,1348,Training,11,Human-Plain,false,ham,4,1,2494,1
1101,A2VAL2BRKVSUB5,22317515,491,Training,12,Human-Plain,true,phishing,2,3,3563,1
1102,A2VAL2BRKVSUB5,22317515,1044,Training,13,Human-Plain,false,ham,4,1,5343,1
1103,A2VAL2BRKVSUB5,22317515,1136,Training,14,Human-Plain,true,ham,2,3,2402,0
1104,A2VAL2BRKVSUB5,22317515,1176,Training,15,Human-Plain,false,ham,3,1,8429,1
1105,A2VAL2BRKVSUB5,22317515,551,Training,16,Human-Plain,true,phishing,4,4,3368,1
1106,A2VAL2BRKVSUB5,22317515,1392,Training,17,Human-Plain,false,ham,4,1,2910,1
1107,A2VAL2BRKVSUB5,22317515,712,Training,18,Human-Plain,true,phishing,4,3,2914,1
1108,A2VAL2BRKVSUB5,22317515,1180,Training,19,Human-Plain,false,ham,3,1,2490,1
1109,A2VAL2BRKVSUB5,22317515,463,Training,20,Human-Plain,false,phishing,3,0,2115,0
1110,A2VAL2BRKVSUB5,22317515,444,Training,21,Human-Plain,true,phishing,2,3,12760,1
1111,A2VAL2BRKVSUB5,22317515,1388,Training,22,Human-Plain,false,ham,4,1,7570,1
1112,A2VAL2BRKVSUB5,22317515,364,Training,23,Human-Plain,true,phishing,4,3,2132,1
1113,A2VAL2BRKVSUB5,22317515,1056,Training,24,Human-Plain,false,ham,4,1,2662,1
1114,A2VAL2BRKVSUB5,22317515,172,Training,25,Human-Plain,true,phishing,3,3,2387,1
1115,A2VAL2BRKVSUB5,22317515,1068,Training,26,Human-Plain,false,ham,4,1,3665,1
1116,A2VAL2BRKVSUB5,22317515,756,Training,27,Human-Plain,false,ham,2,1,2157,1
1117,A2VAL2BRKVSUB5,22317515,872,Training,28,Human-Plain,false,ham,4,1,6532,1
1118,A2VAL2BRKVSUB5,22317515,732,Training,29,Human-Plain,true,phishing,2,3,2274,1
1119,A2VAL2BRKVSUB5,22317515,840,Training,30,Human-Plain,true,ham,2,3,4077,0
1120,A2VAL2BRKVSUB5,22317515,224,Training,31,Human-Plain,true,phishing,4,3,3901,1
1121,A2VAL2BRKVSUB5,22317515,1160,Training,32,Human-Plain,false,ham,4,1,2531,1
1122,A2VAL2BRKVSUB5,22317515,4,Training,33,Human-Plain,true,phishing,4,3,2218,1
1123,A2VAL2BRKVSUB5,22317515,192,Training,34,Human-Plain,true,phishing,4,3,3599,1
1124,A2VAL2BRKVSUB5,22317515,296,Training,35,Human-Plain,true,phishing,4,3,2431,1
1125,A2VAL2BRKVSUB5,22317515,1424,Training,36,Human-Plain,false,ham,4,1,3189,1
1126,A2VAL2BRKVSUB5,22317515,1332,Training,37,Human-Plain,false,ham,3,1,2175,1
1127,A2VAL2BRKVSUB5,22317515,676,Training,38,Human-Plain,true,phishing,4,3,2118,1
1128,A2VAL2BRKVSUB5,22317515,1092,Training,39,Human-Plain,false,ham,4,1,2574,1
1129,A2VAL2BRKVSUB5,22317515,440,Training,40,Human-Plain,true,phishing,2,3,1986,1
1130,A2VAL2BRKVSUB5,22317515,932,postTraining,1,Human-Plain,true,ham,1,3,17496,0
1131,A2VAL2BRKVSUB5,22317515,1344,postTraining,2,Human-Plain,false,ham,3,1,65854,1
1132,A2VAL2BRKVSUB5,22317515,92,postTraining,3,Human-Plain,true,phishing,4,3,14235,1
1133,A2VAL2BRKVSUB5,22317515,676,postTraining,4,Human-Plain,true,phishing,4,3,7312,1
1134,A2VAL2BRKVSUB5,22317515,872,postTraining,5,Human-Plain,false,ham,4,1,7950,1
1135,A2VAL2BRKVSUB5,22317515,300,postTraining,6,Human-Plain,true,phishing,4,3,15709,1
1136,A2VAL2BRKVSUB5,22317515,956,postTraining,7,Human-Plain,false,ham,2,1,6884,1
1137,A2VAL2BRKVSUB5,22317515,884,postTraining,8,Human-Plain,false,ham,2,1,31111,1
1138,A2VAL2BRKVSUB5,22317515,428,postTraining,9,Human-Plain,true,phishing,2,3,54890,1
1139,A2VAL2BRKVSUB5,22317515,1372,postTraining,10,Human-Plain,false,ham,2,1,22653,1
1140,A3GVO65IO5XTL4,573732376,1022,preTraining,1,GPT-Plain,true,ham,3,1,29188,0
1141,A3GVO65IO5XTL4,573732376,66,preTraining,2,GPT-Plain,true,phishing,3,1,36501,1
1142,A3GVO65IO5XTL4,573732376,1110,preTraining,3,GPT-Plain,false,ham,3,0,14994,1
1143,A3GVO65IO5XTL4,573732376,2,preTraining,4,GPT-Plain,true,phishing,3,1,16148,1
1144,A3GVO65IO5XTL4,573732376,557,preTraining,5,GPT-Plain,true,phishing,3,1,15520,1
1145,A3GVO65IO5XTL4,573732376,174,preTraining,6,GPT-Plain,true,phishing,3,1,14126,1
1146,A3GVO65IO5XTL4,573732376,1142,preTraining,7,GPT-Plain,false,ham,3,0,12025,1
1147,A3GVO65IO5XTL4,573732376,1222,preTraining,8,GPT-Plain,false,ham,3,1,11598,1
1148,A3GVO65IO5XTL4,573732376,513,preTraining,9,GPT-Plain,true,phishing,3,1,12343,1
1149,A3GVO65IO5XTL4,573732376,1086,preTraining,10,GPT-Plain,false,ham,3,1,9193,1
1150,A3GVO65IO5XTL4,573732376,477,Training,1,GPT-Plain,true,phishing,3,1,6578,1
1151,A3GVO65IO5XTL4,573732376,1450,Training,2,GPT-Plain,false,ham,3,0,18053,1
1152,A3GVO65IO5XTL4,573732376,1418,Training,3,GPT-Plain,false,ham,3,0,13287,1
1153,A3GVO65IO5XTL4,573732376,1066,Training,4,GPT-Plain,false,ham,3,0,5932,1
1154,A3GVO65IO5XTL4,573732376,94,Training,5,GPT-Plain,true,phishing,3,1,5432,1
1155,A3GVO65IO5XTL4,573732376,66,Training,6,GPT-Plain,false,phishing,3,1,4918,0
1156,A3GVO65IO5XTL4,573732376,1174,Training,7,GPT-Plain,false,ham,3,0,2943,1
1157,A3GVO65IO5XTL4,573732376,210,Training,8,GPT-Plain,true,phishing,3,1,2932,1
1158,A3GVO65IO5XTL4,573732376,525,Training,9,GPT-Plain,false,phishing,3,1,3761,0
1159,A3GVO65IO5XTL4,573732376,14,Training,10,GPT-Plain,true,phishing,3,1,4620,1
1160,A3GVO65IO5XTL4,573732376,902,Training,11,GPT-Plain,false,ham,3,0,4224,1
1161,A3GVO65IO5XTL4,573732376,382,Training,12,GPT-Plain,false,phishing,3,1,4829,0
1162,A3GVO65IO5XTL4,573732376,1126,Training,13,GPT-Plain,false,ham,4,0,4308,1
1163,A3GVO65IO5XTL4,573732376,609,Training,14,GPT-Plain,true,phishing,3,1,2660,1
1164,A3GVO65IO5XTL4,573732376,226,Training,15,GPT-Plain,true,phishing,3,1,5701,1
1165,A3GVO65IO5XTL4,573732376,666,Training,16,GPT-Plain,false,phishing,3,1,2800,0
1166,A3GVO65IO5XTL4,573732376,974,Training,17,GPT-Plain,false,ham,3,0,2689,1
1167,A3GVO65IO5XTL4,573732376,1414,Training,18,GPT-Plain,false,ham,3,1,3971,1
1168,A3GVO65IO5XTL4,573732376,453,Training,19,GPT-Plain,false,phishing,3,0,2806,0
1169,A3GVO65IO5XTL4,573732376,742,Training,20,GPT-Plain,false,phishing,3,0,2204,0
1170,A3GVO65IO5XTL4,573732376,457,Training,21,GPT-Plain,false,phishing,3,1,2288,0
1171,A3GVO65IO5XTL4,573732376,1254,Training,22,GPT-Plain,false,ham,3,1,2678,1
1172,A3GVO65IO5XTL4,573732376,298,Training,23,GPT-Plain,true,phishing,3,1,2996,1
1173,A3GVO65IO5XTL4,573732376,1178,Training,24,GPT-Plain,false,ham,3,0,3217,1
1174,A3GVO65IO5XTL4,573732376,758,Training,25,GPT-Plain,false,ham,3,0,6705,1
1175,A3GVO65IO5XTL4,573732376,1082,Training,26,GPT-Plain,false,ham,3,0,2163,1
1176,A3GVO65IO5XTL4,573732376,30,Training,27,GPT-Plain,true,phishing,3,1,2110,1
1177,A3GVO65IO5XTL4,573732376,910,Training,28,GPT-Plain,false,ham,3,0,2274,1
1178,A3GVO65IO5XTL4,573732376,1218,Training,29,GPT-Plain,false,ham,3,1,1924,1
1179,A3GVO65IO5XTL4,573732376,966,Training,30,GPT-Plain,false,ham,3,0,2225,1
1180,A3GVO65IO5XTL4,573732376,1222,Training,31,GPT-Plain,false,ham,3,1,2472,1
1181,A3GVO65IO5XTL4,573732376,1046,Training,32,GPT-Plain,false,ham,3,1,2322,1
1182,A3GVO65IO5XTL4,573732376,222,Training,33,GPT-Plain,true,phishing,4,1,2885,1
1183,A3GVO65IO5XTL4,573732376,446,Training,34,GPT-Plain,false,phishing,3,0,1885,0
1184,A3GVO65IO5XTL4,573732376,414,Training,35,GPT-Plain,false,phishing,3,1,2636,0
1185,A3GVO65IO5XTL4,573732376,1230,Training,36,GPT-Plain,false,ham,3,1,1809,1
1186,A3GVO65IO5XTL4,573732376,378,Training,37,GPT-Plain,false,phishing,3,1,1772,0
1187,A3GVO65IO5XTL4,573732376,922,Training,38,GPT-Plain,false,ham,3,1,1650,1
1188,A3GVO65IO5XTL4,573732376,1346,Training,39,GPT-Plain,false,ham,3,0,3290,1
1189,A3GVO65IO5XTL4,573732376,545,Training,40,GPT-Plain,true,phishing,3,1,3146,1
1190,A3GVO65IO5XTL4,573732376,1222,postTraining,1,GPT-Plain,false,ham,3,0,6576,1
1191,A3GVO65IO5XTL4,573732376,670,postTraining,2,GPT-Plain,false,phishing,3,0,11813,0
1192,A3GVO65IO5XTL4,573732376,382,postTraining,3,GPT-Plain,false,phishing,3,0,10831,0
1193,A3GVO65IO5XTL4,573732376,78,postTraining,4,GPT-Plain,true,phishing,3,1,9607,1
1194,A3GVO65IO5XTL4,573732376,74,postTraining,5,GPT-Plain,false,phishing,3,1,11470,0
1195,A3GVO65IO5XTL4,573732376,1398,postTraining,6,GPT-Plain,false,ham,3,1,6362,1
1196,A3GVO65IO5XTL4,573732376,1370,postTraining,7,GPT-Plain,false,ham,3,1,8196,1
1197,A3GVO65IO5XTL4,573732376,1382,postTraining,8,GPT-Plain,false,ham,3,-1,9793,1
1198,A3GVO65IO5XTL4,573732376,314,postTraining,9,GPT-Plain,false,phishing,3,0,12160,0
1199,A3GVO65IO5XTL4,573732376,254,postTraining,10,GPT-Plain,false,phishing,3,0,7175,0
1200,A25J8R3YQXAC61,944017585,1218,preTraining,1,GPT-Plain,false,ham,4,4,96487,1
1201,A25J8R3YQXAC61,944017585,290,preTraining,2,GPT-Plain,true,phishing,4,4,79117,1
1202,A25J8R3YQXAC61,944017585,658,preTraining,3,GPT-Plain,true,phishing,4,4,23589,1
1203,A25J8R3YQXAC61,944017585,505,preTraining,4,GPT-Plain,true,phishing,4,4,23993,1
1204,A25J8R3YQXAC61,944017585,970,preTraining,5,GPT-Plain,false,ham,4,4,17153,1
1205,A25J8R3YQXAC61,944017585,266,preTraining,6,GPT-Plain,true,phishing,4,4,15361,1
