UserId,Experiment,ExperimentCondition,EmailId,PhaseTrial,Decision,EmailType,PhaseValue,Confidence,EmailAction,ReactionTime,Correct
706203298,1,GPT-4 Written GPT-4 Styled,568.0,2,true,phishing,postTraining,2,1,89656,1
706203298,1,GPT-4 Written GPT-4 Styled,661.0,1,true,phishing,postTraining,1,1,2405,1
706203298,1,GPT-4 Written GPT-4 Styled,305.0,40,true,phishing,Training,3,1,15050,1
706203298,1,GPT-4 Written GPT-4 Styled,1141.0,39,true,ham,Training,2,1,15590,0
706203298,1,GPT-4 Written GPT-4 Styled,1269.0,38,true,ham,Training,3,1,13896,0
706203298,1,GPT-4 Written GPT-4 Styled,705.0,37,true,phishing,Training,1,2,12819,1
706203298,1,GPT-4 Written GPT-4 Styled,361.0,36,true,phishing,Training,2,2,7142,1
706203298,1,GPT-4 Written GPT-4 Styled,456.0,35,true,phishing,Training,2,1,8460,1
706203298,1,GPT-4 Written GPT-4 Styled,969.0,34,true,ham,Training,0,1,10345,0
706203298,1,GPT-4 Written GPT-4 Styled,249.0,33,true,phishing,Training,0,1,7574,1
706203298,1,GPT-4 Written GPT-4 Styled,25.0,32,true,phishing,Training,3,2,9283,1
706203298,1,GPT-4 Written GPT-4 Styled,221.0,31,true,phishing,Training,3,1,6134,1
706203298,1,GPT-4 Written GPT-4 Styled,285.0,30,true,phishing,Training,2,1,8374,1
706203298,1,GPT-4 Written GPT-4 Styled,1445.0,29,true,ham,Training,1,1,35348,0
706203298,1,GPT-4 Written GPT-4 Styled,1245.0,28,true,ham,Training,1,1,9159,0
231907372,1,GPT-4 Written Plain Styled,2.0,10,false,phishing,postTraining,2,1,6423,0
706203298,1,GPT-4 Written GPT-4 Styled,825.0,27,true,ham,Training,2,1,6938,0
706203298,1,GPT-4 Written GPT-4 Styled,1301.0,26,true,ham,Training,4,1,8410,0
706203298,1,GPT-4 Written GPT-4 Styled,917.0,25,false,ham,Training,3,3,8648,1
